A 12 0,-0.6297585381770721
A 12 1,-0.462882096069869
2 12 0,-0.5437624639929094
2 12 1,-0.3107569721115538
3 12 0,-0.5390659100829333
3 12 1,-0.26294820717131473
4 12 0,-0.546957671957672
4 12 1,-0.21428571428571427
5 12 0,-0.5414376786106837
5 12 1,-0.16818181818181818
6 12 0,-0.5262068965517241
6 12 1,-0.18672199170124482
7 12 0,-0.5258412139872444
7 12 1,-0.22983870967741934
8 12 0,-0.511400651465798
8 12 1,-0.22924901185770752
9 12 0,-0.5259712837837838
9 12 1,-0.17269076305220885
10 12 0,-0.570696212998181
10 12 1,-0.2960088691796009
A 13 0,-0.6705653021442495
A 13 1,-0.47345132743362833
2 13 0,-0.5831371709822384
2 13 1,-0.30168776371308015
3 13 0,-0.5559574468085107
3 13 1,-0.23446893787575152
4 13 0,-0.5742087254063302
4 13 1,-0.28662420382165604
5 13 0,-0.569949281487743
5 13 1,-0.2881002087682672
6 13 0,-0.5542376536553806
6 13 1,-0.30625
7 13 0,-0.5460358056265985
7 13 1,-0.23076923076923078
8 13 0,-0.547603968756597
8 13 1,-0.226890756302521
9 13 0,-0.5654723127035831
9 13 1,-0.3075221238938053
10 13 0,-0.6056113502311494
10 13 1,-0.31361550229474755
A 14 0,-0.6770173646578141
A 14 1,-0.4146341463414634
2 14 0,-0.6281396773534818
2 14 1,-0.32407407407407407
3 14 0,-0.5953507508743057
3 14 1,-0.32382892057026474
4 14 0,-0.6134198256638962
4 14 1,-0.3143459915611814
5 14 0,-0.5964487489911219
5 14 1,-0.303347280334728
6 14 0,-0.5797041050218795
6 14 1,-0.3005893909626719
7 14 0,-0.5734072022160664
7 14 1,-0.21206225680933852
8 14 0,-0.5909740657545436
8 14 1,-0.2727272727272727
9 14 0,-0.5665571076417419
9 14 1,-0.24066390041493776
10 14 0,-0.6300806819911706
10 14 1,-0.3401717557251908
A 15 0,-0.7111155141668318
A 15 1,-0.4743362831858407
2 15 0,-0.6458375737838388
2 15 1,-0.38205980066445183
3 15 0,-0.627708209103558
3 15 1,-0.31699346405228757
4 15 0,-0.6397361912613355
4 15 1,-0.2820069204152249
5 15 0,-0.624220478776906
5 15 1,-0.3520408163265306
6 15 0,-0.6197183098591549
6 15 1,-0.27490774907749077
7 15 0,-0.6131429689027968
7 15 1,-0.24555160142348753
8 15 0,-0.602416918429003
8 15 1,-0.36626916524701875
9 15 0,-0.6140003954913981
9 15 1,-0.3083623693379791
10 15 0,-0.6659358182180586
10 15 1,-0.3550347222222222
A 16 0,-0.7259531643119799
A 16 1,-0.5822021116138764
2 16 0,-0.6663476263399694
2 16 1,-0.49216300940438873
3 16 0,-0.6615504177190596
3 16 1,-0.3796875
4 16 0,-0.6392789373814042
4 16 1,-0.405446293494705
5 16 0,-0.6468614291354126
5 16 1,-0.35725190839694654
6 16 0,-0.6426614481409002
6 16 1,-0.35953420669577874
7 16 0,-0.6377937463585163
7 16 1,-0.3806343906510851
8 16 0,-0.647218980941268
8 16 1,-0.30895522388059704
9 16 0,-0.6340117937987445
9 16 1,-0.3387358184764992
10 16 0,-0.6768263183357524
10 16 1,-0.40023706045041485
A 17 0,-0.757896727822962
A 17 1,-0.5779685264663805
2 17 0,-0.6983685576566555
2 17 1,-0.3825214899713467
3 17 0,-0.6653302787323406
3 17 1,-0.3605150214592275
4 17 0,-0.6875701984275552
4 17 1,-0.3838526912181303
5 17 0,-0.6751770406261648
5 17 1,-0.37237237237237236
6 17 0,-0.6742116463532598
6 17 1,-0.37285714285714283
7 17 0,-0.6942957356470371
7 17 1,-0.32432432432432434
8 17 0,-0.6543071161048689
8 17 1,-0.2815126050420168
9 17 0,-0.6668563839878581
9 17 1,-0.3576437587657784
10 17 0,-0.6912388130004711
10 17 1,-0.40308937109231335
A 18 0,-0.771819526627219
A 18 1,-0.5292439372325249
2 18 0,-0.7035045429260152
2 18 1,-0.49029754204398446
3 18 0,-0.6972972972972973
3 18 1,-0.44155844155844154
4 18 0,-0.7036901046447586
4 18 1,-0.42328042328042326
5 18 0,-0.7042175360710322
5 18 1,-0.47019867549668876
6 18 0,-0.6955234924158342
6 18 1,-0.3921085080147966
7 18 0,-0.6810438564697354
7 18 1,-0.39722572509457754
8 18 0,-0.7011884550084889
8 18 1,-0.3342618384401114
9 18 0,-0.708533431843369
9 18 1,-0.40625
10 18 0,-0.7188708786148462
10 18 1,-0.45978152929493543
A 19 0,-0.7813121272365805
A 19 1,-0.5348066298342542
2 19 0,-0.7075303354746609
2 19 1,-0.4295612009237875
3 19 0,-0.7123262618873446
3 19 1,-0.5115740740740741
4 19 0,-0.722301644031451
4 19 1,-0.4023529411764706
5 19 0,-0.7211399711399712
5 19 1,-0.4295612009237875
6 19 0,-0.7273401297497682
6 19 1,-0.43462897526501765
7 19 0,-0.7245208669174279
7 19 1,-0.39501779359430605
8 19 0,-0.7098621800608556
8 19 1,-0.4192355117139334
9 19 0,-0.7081245526127415
9 19 1,-0.43512304250559286
10 19 0,-0.7415750667209481
10 19 1,-0.4771662763466042
A 20 0,0.1460117773019272
A 20 1,0.1105092091007584
2 20 0,0.6394146865351054
2 20 1,0.6465696465696466
3 20 0,0.651832111925383
3 20 1,0.6355140186915887
4 20 0,0.6646445997626269
4 20 1,0.6385542168674698
5 20 0,0.6823211875843455
5 20 1,0.6499477533960293
6 20 0,0.6909406734366649
6 20 1,0.7013963480128894
7 20 0,0.7737120211360634
7 20 1,0.7543478260869565
8 20 0,0.7863960209705606
8 20 1,0.7856377277599143
9 20 0,0.7546526867627785
9 20 1,0.7526427061310782
10 20 0,0.43112701252236135
10 20 1,0.4351464435146444
A 21 0,0.6385416666666667
A 21 1,0.631872852233677
2 21 0,0.8838141025641025
2 21 1,0.8798772468215695
3 21 0,0.8891503267973856
3 21 1,0.8882069267864972
4 21 0,0.8896644295302013
4 21 1,0.8935708079930496
5 21 0,0.8849091387937845
5 21 1,0.8943231441048035
6 21 0,0.9053238919485969
6 21 1,0.9010893246187364
7 21 0,0.9259932485068814
7 21 1,0.92157712305026
8 21 0,0.9282210172992512
8 21 1,0.9324894514767933
9 21 0,0.9321183306920232
9 21 1,0.9381708887934735
10 21 0,0.889667824149905
10 21 1,0.8899269759450171
