A 12 0,-0.6116279069767442
A 12 1,-0.24444444444444444
2 12 0,-0.5719101123595506
2 12 1,-0.40540540540540543
3 12 0,-0.523972602739726
3 12 1,-0.23529411764705882
4 12 0,-0.5666666666666667
4 12 1,-0.2682926829268293
5 12 0,-0.5419426048565121
5 12 1,-0.1794871794871795
6 12 0,-0.5228031145717463
6 12 1,-0.1
7 12 0,-0.5418023887079262
7 12 1,-0.13725490196078433
8 12 0,-0.4956989247311828
8 12 1,-0.09090909090909091
9 12 0,-0.4931794333683106
9 12 1,-0.15555555555555556
10 12 0,-0.5601015801354402
10 12 1,-0.20121951219512196
A 13 0,-0.6475495307612096
A 13 1,-0.3829787234042553
2 13 0,-0.6376376376376376
2 13 1,-0.2708333333333333
3 13 0,-0.5523809523809524
3 13 1,-0.3684210526315789
4 13 0,-0.5397350993377483
4 13 1,-0.22549019607843138
5 13 0,-0.5347298787210585
5 13 1,-0.26506024096385544
6 13 0,-0.581958195819582
6 13 1,-0.31683168316831684
7 13 0,-0.5711297071129707
7 13 1,-0.2604166666666667
8 13 0,-0.5522233712512926
8 13 1,-0.25263157894736843
9 13 0,-0.53470715835141
9 13 1,-0.10101010101010101
10 13 0,-0.5776685776685777
10 13 1,-0.3247422680412371
A 14 0,-0.7121212121212122
A 14 1,-0.6082474226804123
2 14 0,-0.647984267453294
2 14 1,-0.45045045045045046
3 14 0,-0.5838323353293413
3 14 1,-0.3763440860215054
4 14 0,-0.6323377960865088
4 14 1,-0.29896907216494845
5 14 0,-0.5894396551724138
5 14 1,-0.39080459770114945
6 14 0,-0.5464994775339603
6 14 1,-0.3465346534653465
7 14 0,-0.5696324951644101
7 14 1,-0.2087912087912088
8 14 0,-0.6144329896907217
8 14 1,-0.18518518518518517
9 14 0,-0.559286463798531
9 14 1,-0.14444444444444443
10 14 0,-0.6204834936314011
10 14 1,-0.28255528255528256
A 15 0,-0.7277227722772277
A 15 1,-0.49523809523809526
2 15 0,-0.6450980392156863
2 15 1,-0.312
3 15 0,-0.6616161616161617
3 15 1,-0.3412698412698413
4 15 0,-0.6371308016877637
4 15 1,-0.34782608695652173
5 15 0,-0.5909547738693467
5 15 1,-0.3557692307692308
6 15 0,-0.6271008403361344
6 15 1,-0.09174311926605505
7 15 0,-0.6271676300578035
7 15 1,-0.24271844660194175
8 15 0,-0.6410256410256411
8 15 1,-0.3333333333333333
9 15 0,-0.6376237623762376
9 15 1,-0.40186915887850466
10 15 0,-0.65153404839112
10 15 1,-0.32553191489361705
A 16 0,-0.6705426356589147
A 16 1,-0.556390977443609
2 16 0,-0.7070422535211267
2 16 1,-0.45038167938931295
3 16 0,-0.6808080808080809
3 16 1,-0.3359375
4 16 0,-0.686595949855352
4 16 1,-0.3949579831932773
5 16 0,-0.6624879459980714
5 16 1,-0.43859649122807015
6 16 0,-0.6461988304093568
6 16 1,-0.37606837606837606
7 16 0,-0.6939736346516008
7 16 1,-0.3308270676691729
8 16 0,-0.7024390243902439
8 16 1,-0.3434343434343434
9 16 0,-0.6281818181818182
9 16 1,-0.1794871794871795
10 16 0,-0.6803439803439804
10 16 1,-0.3448275862068966
A 17 0,-0.7576054955839058
A 17 1,-0.5217391304347826
2 17 0,-0.708092485549133
2 17 1,-0.4068965517241379
3 17 0,-0.6692015209125475
3 17 1,-0.39285714285714285
4 17 0,-0.671583087512291
4 17 1,-0.45454545454545453
5 17 0,-0.6559031281533805
5 17 1,-0.35714285714285715
6 17 0,-0.6645962732919255
6 17 1,-0.3885350318471338
7 17 0,-0.6373333333333333
7 17 1,-0.3987730061349693
8 17 0,-0.697265625
8 17 1,-0.31756756756756754
9 17 0,-0.6972878390201225
9 17 1,-0.40707964601769914
10 17 0,-0.7077830188679245
10 17 1,-0.45709281961471104
A 18 0,-0.7542754275427542
A 18 1,-0.4507042253521127
2 18 0,-0.7264653641207816
2 18 1,-0.32903225806451614
3 18 0,-0.675967596759676
3 18 1,-0.37888198757763975
4 18 0,-0.6966604823747681
4 18 1,-0.43506493506493504
5 18 0,-0.7348623853211009
5 18 1,-0.5
6 18 0,-0.7130681818181818
6 18 1,-0.44
7 18 0,-0.6854625550660793
7 18 1,-0.4189189189189189
8 18 0,-0.676094890510949
8 18 1,-0.20610687022900764
9 18 0,-0.707774798927614
